time,aqi,pm2_5,pm10,co,no2,o3,so2,complexindex,rank,primary_pollutant,temp,humi,windlevel,winddirection,weather
2023-08-03,62.0,42,58,0.6,11,114,3,3.21607,247,臭氧8小时,29.617,84.708,2.000,,阴
2023-08-04,70.0,26,38,0.5,16,124,3,2.63571,332,臭氧8小时,30.988,83.458,1.542,,阴
2023-08-05,62.0,15,28,0.4,15,114,3,2.06607,99,臭氧8小时,30.246,71.833,1.958,,霾
2023-08-06,49.0,16,32,0.6,13,98,3,2.05179,275,—,26.633,70.708,1.750,,阴
2023-08-07,48.0,27,48,0.5,18,91,3,2.65089,298,—,26.196,74.042,1.792,,阴
2023-08-08,89.0,37,55,0.6,17,146,3,3.38036,328,臭氧8小时,27.904,77.083,1.708,,阴
2023-08-09,95.0,50,71,0.8,15,153,3,4.02411,320,臭氧8小时,29.682,74.909,1.909,,阴
2023-08-10,89.0,50,71,0.9,14,146,3,3.98036,329,臭氧8小时,29.083,73.792,2.167,,阴
2023-08-11,60.0,43,64,0.7,20,80,2,3.35119,269,细颗粒物:PM2.5,27.629,80.792,1.750,,阴
2023-08-12,57.0,9,13,0.5,10,108,3,1.54286,126,臭氧8小时,26.775,79.125,2.125,,阴
2023-08-13,70.0,12,22,0.5,14,124,3,1.95714,100,臭氧8小时,29.400,66.458,1.625,,晴
2023-08-14,102.0,20,38,0.4,17,162,3,2.70179,176,臭氧8小时,29.713,67.792,1.833,,晴
2023-08-15,109.0,26,49,0.5,17,169,3,3.09911,289,臭氧8小时,29.457,68.571,1.810,,晴
2023-08-16,120.0,30,53,0.6,14,181,2,3.27887,306,臭氧8小时,30.517,69.333,2.000,,暴雨
2023-08-17,112.0,26,42,0.6,13,173,2,2.93244,148,臭氧,28.296,76.708,1.583,,阴
2023-08-18,63.0,22,49,0.3,16,115,3,2.57232,295,臭氧,31.404,53.750,1.583,,阴
2023-08-19,123.0,22,54,0.4,21,185,2,3.21458,229,臭氧,29.963,63.708,1.708,,晴
2023-08-20,75.0,34,59,0.6,18,130,2,3.26012,308,臭氧,27.900,77.458,1.792,,阴
2023-08-21,90.0,10,19,0.4,11,148,3,1.90714,241,臭氧8小时,25.583,76.583,2.000,,阴
2023-08-22,50.0,6,17,0.3,16,99,3,1.55804,149,—,26.829,49.083,1.833,,晴
2023-08-23,78.0,9,23,0.3,16,133,3,1.94196,72,臭氧8小时,26.133,58.958,2.042,,晴
2023-08-24,48.0,10,17,0.4,13,96,3,1.60357,119,—,21.467,87.292,1.542,,阴
2023-08-25,64.0,15,25,0.4,16,116,3,2.06071,83,臭氧8小时,23.971,76.042,1.417,,阴
2023-08-26,58.0,14,25,0.4,15,109,3,1.96339,274,臭氧8小时,23.565,77.609,1.870,,阴
2023-08-27,57.0,22,37,0.5,19,108,2,2.46548,288,臭氧8小时,24.125,78.250,1.292,,阴
2023-08-28,50.0,11,24,0.4,17,100,2,1.84048,259,—,24.929,62.750,1.750,,晴
2023-08-29,44.0,10,22,0.3,16,88,3,1.67500,232,—,24.275,51.708,1.917,,晴
2023-08-30,60.0,14,31,0.4,20,112,2,2.17619,204,臭氧8小时,24.633,65.208,1.792,,晴
2023-08-31,66.0,21,36,0.5,16,119,2,2.41637,159,臭氧8小时,23.971,71.750,2.000,,晴
2023-09-01,72.0,20,33,0.5,18,126,3,2.45536,205,臭氧8小时,24.354,70.458,1.458,,晴
2023-09-02,83.0,27,50,0.6,23,139,2,3.11280,196,臭氧8小时,23.763,80.083,1.708,,阴
2023-09-03,102.0,29,39,0.6,16,162,3,2.99821,109,臭氧8小时,24.754,81.292,1.458,,阴
2023-09-04,116.0,49,67,0.7,21,177,3,4.21339,297,臭氧8小时,25.983,82.542,1.292,,晴
2023-09-05,114.0,73,93,0.9,19,175,3,5.25804,324,臭氧8小时,27.746,77.208,1.708,,晴
2023-09-06,118.0,62,85,0.8,20,179,4,4.87113,330,臭氧8小时,27.467,75.208,1.542,,晴
2023-09-07,102.0,60,83,0.7,17,162,3,4.56250,326,臭氧8小时,27.371,74.458,2.000,,晴
2023-09-08,94.0,70,89,0.8,20,89,3,4.57768,327,细颗粒物:PM2.5,25.379,87.208,1.375,,阴
2023-09-09,48.0,17,20,0.5,10,96,3,1.79643,100,—,20.271,99.583,1.917,,小雨
2023-09-10,49.0,21,28,0.6,12,98,3,2.11250,101,—,21.817,89.042,1.458,,阴
2023-09-11,51.0,26,35,0.6,17,101,3,2.49911,74,臭氧8小时,24.675,79.292,1.333,,阴
2023-09-12,48.0,5,14,0.3,19,96,2,1.52619,102,—,23.471,52.083,1.667,,晴
2023-09-13,72.0,14,40,0.5,24,126,2,2.51726,,臭氧8小时,22.133,62.583,1.708,,晴
2023-09-14,97.0,25,52,0.5,26,156,2,3.24048,279,臭氧8小时,23.154,64.000,1.875,,晴
2023-09-15,114.0,32,61,0.5,29,175,3,3.77946,167,臭氧8小时,23.238,66.542,1.667,,晴
2023-09-16,116.0,50,81,0.6,28,177,3,4.59196,310,臭氧8小时,23.946,74.167,1.458,,晴
2023-09-17,76.0,54,79,0.6,24,131,3,4.29018,302,臭氧8小时,24.304,73.625,1.542,,阴
2023-09-18,79.0,21,36,0.5,20,134,2,2.61012,196,臭氧8小时,23.925,74.458,1.708,,阴
2023-09-19,29.0,7,19,0.3,23,57,3,1.52768,274,—,21.308,63.083,1.542,,阴
2023-09-20,41.0,7,22,0.3,22,82,2,1.68512,143,—,20.588,64.083,1.333,,晴
2023-09-21,70.0,17,46,0.4,27,123,2,2.71994,250,臭氧8小时,21.504,66.458,1.625,,晴
2023-09-22,42.0,9,22,0.3,19,84,3,1.69643,289,—,23.158,50.208,2.292,,阴
2023-09-23,46.0,14,34,0.5,25,91,3,2.25446,140,—,21.392,55.292,1.750,,阴
2023-09-24,46.0,21,46,0.5,32,56,2,2.56548,290,—,18.325,67.833,1.083,,阴
2023-09-25,48.0,26,48,0.5,28,68,3,2.72857,249,—,17.625,79.958,1.417,,晴
2023-09-26,64.0,46,73,0.7,33,86,2,3.92798,289,细颗粒物:PM2.5,19.333,83.958,1.375,,阴
2023-09-27,51.0,31,52,0.5,28,76,3,2.97857,321,颗粒物:PM10,21.367,62.417,1.958,,晴
2023-09-28,37.0,8,27,0.3,29,68,3,1.88929,160,—,18.433,54.375,1.375,,晴
2023-09-29,45.0,14,42,0.3,24,89,3,2.28125,212,—,19.900,50.458,1.458,,晴
2023-09-30,36.0,4,15,0.2,13,72,3,1.20357,26,—,20.204,36.500,2.417,,晴
2023-10-01,40.0,9,26,0.3,21,79,3,1.77232,112,—,17.638,51.625,1.375,,晴
2023-10-02,53.0,25,56,0.4,30,85,3,2.94554,244,颗粒物:PM10,17.250,66.125,1.375,,晴
2023-10-03,75.0,32,62,0.5,24,130,3,3.38750,278,臭氧8小时,18.563,71.333,1.792,,晴
2023-10-04,31.0,8,19,0.3,17,62,3,1.43750,162,—,18.158,56.417,1.792,,晴
2023-10-05,29.0,8,24,0.3,22,57,3,1.60268,18,—,14.954,43.750,1.333,,晴
2023-10-06,37.0,14,37,0.3,27,59,2,2.08065,179,—,15.438,58.083,1.500,,晴
2023-10-07,60.0,34,69,0.5,34,90,3,3.54464,279,颗粒物:PM10,16.013,65.833,1.500,,晴
2023-10-08,45.0,25,45,0.4,29,73,3,2.68839,312,—,17.013,63.958,1.625,,阴
2023-10-09,38.0,6,13,0.3,16,75,3,1.35089,81,—,18.125,47.000,2.000,,晴
2023-10-10,45.0,13,26,0.4,25,90,2,2.06369,27,—,16.238,59.125,1.333,,晴
2023-10-11,63.0,29,56,0.5,33,115,2,3.33065,145,臭氧,16.046,68.250,1.542,,晴
2023-10-12,93.0,69,105,0.7,50,50,3,5.25893,261,细颗粒物:PM2.5,16.071,79.000,1.125,,阴
2023-10-13,52.0,36,48,0.5,29,71,3,3.05804,307,细颗粒物:PM2.5,15.875,72.292,1.667,,阴
2023-10-14,38.0,7,17,0.3,26,76,2,1.67619,26,—,15.200,56.625,1.542,,晴
2023-10-15,35.0,9,26,0.3,24,70,2,1.77440,65,—,15.404,55.667,1.750,,晴
2023-10-16,38.0,13,36,0.4,23,75,2,2.06280,61,—,14.004,61.208,1.417,,晴
2023-10-17,60.0,33,70,0.6,32,95,2,3.51994,155,颗粒物:PM10,14.770,73.391,1.348,,霾
2023-10-18,34.0,14,26,0.4,19,67,3,1.81518,228,—,17.700,51.375,2.083,,阴
2023-10-19,31.0,4,16,0.2,12,62,2,1.11369,41,—,16.271,26.208,2.875,,晴
2023-10-20,30.0,6,21,0.2,16,59,2,1.32351,30,—,13.575,25.750,2.417,,晴
2023-10-21,39.0,12,36,0.3,31,60,2,2.11548,213,—,13.075,47.375,1.625,,晴
2023-10-22,53.0,23,56,0.4,40,60,3,2.98214,169,颗粒物:PM10,13.104,56.458,1.500,,晴
2023-10-23,112.0,84,138,0.8,59,72,4,6.56310,221,细颗粒物:PM2.5,12.658,73.583,1.292,,晴
2023-10-24,147.0,112,165,0.9,51,124,3,7.88214,335,细颗粒物:PM2.5,14.483,72.792,1.292,,晴
2023-10-25,82.0,60,102,0.7,50,98,3,5.25893,321,细颗粒物:PM2.5,15.908,69.333,1.375,,晴
2023-10-26,43.0,11,43,0.4,33,56,3,2.25357,,—,16.600,36.417,1.792,,晴
2023-10-27,65.0,27,79,0.6,47,56,3,3.62500,195,颗粒物:PM10,13.596,63.000,1.542,,晴
2023-10-28,89.0,65,128,0.9,51,84,4,5.77738,236,颗粒物:PM10,13.638,75.542,1.292,,晴
2023-10-29,178.0,134,205,1.3,43,101,2,8.82173,314,细颗粒物:PM2.5,15.513,86.958,1.500,,晴
2023-10-30,142.0,108,164,1.1,31,125,2,7.29315,321,细颗粒物:PM2.5,16.342,76.542,1.708,,晴
2023-10-31,113.0,85,156,0.9,29,85,2,6.17173,280,细颗粒物:PM2.5,16.350,78.667,1.250,,晴
2023-11-01,170.0,129,197,1.2,33,117,2,8.38958,328,细颗粒物:PM2.5,15.530,86.913,1.478,,晴
2023-11-02,96.0,63,141,0.7,17,82,2,4.96012,329,颗粒物:PM10,16.950,63.875,1.875,,霾
2023-11-03,38.0,6,38,0.3,18,46,3,1.57679,89,—,14.146,46.042,2.500,,晴
2023-11-04,65.0,24,80,0.5,36,40,2,3.13690,153,颗粒物:PM10,12.796,62.875,1.500,,多云
2023-11-05,51.0,19,51,0.5,22,54,3,2.33393,261,颗粒物:PM10,10.771,77.917,2.417,,阴
2023-11-06,47.0,10,47,0.2,8,56,2,1.59048,307,—,5.742,28.958,3.250,,阴
2023-11-07,43.0,21,43,0.4,32,41,2,2.40387,103,—,5.179,54.417,1.500,,晴
2023-11-08,56.0,31,61,0.5,38,45,2,3.14673,210,颗粒物:PM10,8.583,50.750,1.667,,霾
2023-11-09,31.0,4,13,0.2,6,61,2,0.91458,205,—,5.013,23.542,3.875,,晴
2023-11-10,25.0,6,18,0.2,15,50,2,1.19940,21,—,1.754,24.625,2.625,,晴
2023-11-11,26.0,8,19,0.2,16,52,2,1.30833,115,—,1.675,32.917,1.958,,晴
2023-11-12,30.0,6,17,0.2,8,59,2,1.06637,25,—,3.117,22.583,2.833,,晴
2023-11-13,40.0,22,40,0.3,29,47,2,2.32708,47,—,1.942,40.708,1.417,,晴
2023-11-14,58.0,36,66,0.5,45,40,3,3.52143,242,颗粒物:PM10,3.521,53.250,1.583,,晴
2023-11-15,69.0,44,87,0.7,51,22,3,4.13750,212,颗粒物:PM10,3.804,63.667,1.458,,霾
2023-11-16,31.0,5,22,0.2,7,61,2,1.09673,206,—,7.858,28.250,3.208,,阴
2023-11-17,29.0,4,16,0.2,7,58,2,0.96369,45,—,5.217,17.750,3.083,,晴
2023-11-18,50.0,20,47,0.4,40,38,3,2.63036,2,—,3.096,42.375,1.500,,晴
2023-11-19,56.0,25,61,0.4,38,54,2,3.00655,139,颗粒物:PM10,6.438,45.125,1.583,,晴
2023-11-20,85.0,62,119,0.8,65,29,4,5.54435,139,颗粒物:PM10,6.004,55.167,1.375,,霾
2023-11-21,152.0,116,180,1.0,64,48,3,8.08571,288,细颗粒物:PM2.5,5.654,73.500,1.625,,霾
2023-11-22,102.0,76,130,0.7,38,60,3,5.57857,317,细颗粒物:PM2.5,9.604,53.792,2.042,,雾
2023-11-23,29.0,4,24,0.2,5,57,2,1.02173,37,—,0.808,23.042,4.167,,晴
2023-11-24,28.0,10,28,0.3,19,45,3,1.56696,4,—,-3.196,26.583,1.917,,晴
2023-11-25,58.0,30,60,0.5,46,21,3,3.17054,128,二氧化氮,-3.133,45.875,1.375,,阴
2023-11-26,64.0,37,77,0.7,51,13,3,3.73839,183,二氧化氮,-2.567,55.583,1.250,,阴
2023-11-27,52.0,24,54,0.5,29,57,3,2.71339,165,颗粒物:PM10,1.858,44.083,2.500,,晴
2023-11-28,27.0,10,27,0.3,21,52,2,1.62976,9,—,0.213,28.083,2.250,,晴
2023-11-29,33.0,5,18,0.2,6,66,2,1.04583,4,—,-1.254,22.750,3.583,,晴
2023-11-30,31.0,7,19,0.2,11,61,2,1.21101,4,—,-1.754,26.042,2.542,,晴
2023-12-01,42.0,18,42,0.4,32,47,2,2.34137,4,—,-1.563,34.292,1.833,,晴
2023-12-02,53.0,25,56,0.5,41,54,3,3.05179,221,颗粒物:PM10,0.979,40.375,1.708,,晴
2023-12-03,68.0,35,68,0.7,54,32,4,3.76310,136,二氧化氮,0.575,47.708,1.458,,晴
2023-12-04,80.0,58,110,1.0,63,20,5,5.26190,210,颗粒物:PM10,1.579,48.125,1.208,,晴
2023-12-05,94.0,70,135,1.1,68,18,5,6.09940,230,细颗粒物:PM2.5,1.425,56.083,1.250,,霾
2023-12-06,113.0,42,176,0.3,24,56,2,4.77262,177,颗粒物:PM10,7.517,21.000,2.667,,晴
2023-12-07,173.0,89,296,0.8,60,21,4,8.66935,330,颗粒物:PM10,2.525,48.917,1.375,,晴
2023-12-08,145.0,84,239,1.1,70,24,5,8.07262,,颗粒物:PM10,4.271,54.125,1.375,,霾
2023-12-09,81.0,36,112,0.7,43,36,4,4.17024,286,颗粒物:PM10,3.638,49.875,1.917,,晴
2023-12-10,56.0,28,62,0.8,38,24,7,3.10238,171,颗粒物:PM10,-0.654,42.458,1.542,,阴
2023-12-11,40.0,28,40,0.6,28,38,2,2.49226,237,—,-2.896,86.042,1.500,,阴
2023-12-12,78.0,57,71,0.7,41,16,2,3.97619,254,细颗粒物:PM2.5,-4.325,86.792,1.667,,雾
2023-12-13,107.0,80,98,1.3,45,14,2,5.25655,300,细颗粒物:PM2.5,-2.146,83.583,1.875,,阴
2023-12-14,68.0,49,61,1.0,29,41,3,3.55268,328,细颗粒物:PM2.5,-4.250,86.958,2.042,,阴
2023-12-15,18.0,8,18,0.3,7,0,2,0.76905,,—,-6.017,45.958,3.875,,阴
2023-12-16,17.0,7,17,0.3,5,0,3,0.69286,,—,-9.850,28.917,3.500,,晴
2023-12-17,32.0,18,32,0.4,25,0,3,1.74643,,—,-10.058,42.333,2.083,,晴
2023-12-18,72.0,52,72,0.7,55,0,3,4.11429,,细颗粒物:PM2.5,-10.336,63.045,1.500,,阴
2023-12-19,31.0,19,31,0.4,19,0,2,1.59405,,—,-8.942,40.500,3.375,,晴
2023-12-20,16.0,7,16,0.3,8,0,3,0.75357,,—,-10.554,28.125,3.333,,晴
2023-12-21,22.0,9,22,0.2,12,0,2,0.95476,,—,-10.913,31.500,2.750,,晴
2023-12-22,43.0,18,38,0.4,34,0,2,2.04048,,—,-9.096,45.458,1.542,,晴
2023-12-23,42.0,24,42,0.4,28,0,3,2.13571,,—,-6.200,43.143,2.143,,晴
2023-12-24,52.0,31,53,0.5,37,0,3,2.74286,,颗粒物:PM10,-6.422,50.783,1.435,,晴
2023-12-25,80.0,49,80,0.8,64,0,3,4.39286,,二氧化氮,-5.196,59.792,1.500,,晴
2023-12-26,57.0,32,55,0.6,45,0,2,3.00833,,二氧化氮,-2.288,55.083,1.792,,晴
2023-12-27,55.0,26,46,0.7,44,0,3,2.72500,,二氧化氮,-3.671,66.917,1.417,,晴
2023-12-28,64.0,45,71,0.8,51,34,3,4.03750,49,二氧化氮,-3.038,70.500,1.292,,雾
2023-12-29,129.0,98,132,1.2,69,21,3,6.89196,92,细颗粒物:PM2.5,-2.650,78.250,1.417,,雾
2023-12-30,150.0,115,145,1.2,62,45,3,7.53839,,细颗粒物:PM2.5,-1.496,76.458,1.625,,霾
2023-12-31,32.0,12,29,0.3,21,64,2,1.79048,20,—,0.917,37.958,2.333,,晴
